OrderLineID,OrderID,ProductID,Quantity,UnitPrice,DiscountRate,NetSalesAmount,TotalCost
LINE000392,ORD00200,PROD006,3,129.0,0.05,367.65,225.0
LINE000393,ORD00201,PROD007,5,159.0,0.0,795.0,475.0
LINE000394,ORD00201,PROD009,1,119.0,0.0,119.0,65.0
LINE000395,ORD00202,PROD012,4,329.0,0.05,1250.2,840.0
LINE000396,ORD00203,PROD007,3,159.0,0.0,477.0,285.0
LINE000397,ORD00203,PROD002,1,34.99,0.05,33.24,15.0
LINE000398,ORD00204,PROD005,1,599.0,0.0,599.0,380.0
LINE000399,ORD00204,PROD010,3,79.0,0.05,225.15,114.0
LINE000400,ORD00205,PROD009,5,119.0,0.05,565.25,325.0
LINE000401,ORD00205,PROD006,3,129.0,0.05,367.65,225.0
LINE000402,ORD00206,PROD011,2,49.0,0.0,98.0,44.0
LINE000403,ORD00206,PROD005,2,599.0,0.0,1198.0,760.0
LINE000404,ORD00207,PROD003,1,189.0,0.05,179.55,110.0
LINE000405,ORD00207,PROD001,1,1299.0,0.0,1299.0,920.0
LINE000406,ORD00207,PROD007,4,159.0,0.1,572.4,380.0
LINE000407,ORD00208,PROD009,4,119.0,0.0,476.0,260.0
LINE000408,ORD00208,PROD012,1,329.0,0.0,329.0,210.0
LINE000409,ORD00209,PROD012,5,329.0,0.15,1398.25,1050.0
LINE000410,ORD00209,PROD003,4,189.0,0.0,756.0,440.0
LINE000411,ORD00210,PROD003,5,189.0,0.0,945.0,550.0
LINE000412,ORD00210,PROD007,1,159.0,0.15,135.15,95.0
LINE000413,ORD00210,PROD010,4,79.0,0.0,316.0,152.0
LINE000414,ORD00211,PROD008,2,39.0,0.1,70.2,36.0
LINE000415,ORD00212,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000416,ORD00213,PROD004,2,249.0,0.1,448.2,280.0
LINE000417,ORD00213,PROD009,5,119.0,0.05,565.25,325.0
LINE000418,ORD00214,PROD009,3,119.0,0.05,339.15,195.0
LINE000419,ORD00215,PROD004,1,249.0,0.1,224.1,140.0
LINE000420,ORD00215,PROD010,4,79.0,0.05,300.2,152.0
LINE000421,ORD00215,PROD001,4,1299.0,0.2,4156.8,3680.0
LINE000422,ORD00216,PROD011,4,49.0,0.05,186.2,88.0
LINE000423,ORD00216,PROD004,4,249.0,0.05,946.2,560.0
LINE000424,ORD00217,PROD012,3,329.0,0.1,888.3,630.0
LINE000425,ORD00217,PROD012,5,329.0,0.0,1645.0,1050.0
LINE000426,ORD00218,PROD004,2,249.0,0.0,498.0,280.0
LINE000427,ORD00218,PROD011,4,49.0,0.0,196.0,88.0
LINE000428,ORD00219,PROD010,2,79.0,0.0,158.0,76.0
LINE000429,ORD00219,PROD001,1,1299.0,0.0,1299.0,920.0
LINE000430,ORD00219,PROD006,3,129.0,0.1,348.3,225.0
LINE000431,ORD00220,PROD002,1,34.99,0.0,34.99,15.0
LINE000432,ORD00220,PROD012,2,329.0,0.05,625.1,420.0
LINE000433,ORD00220,PROD012,5,329.0,0.1,1480.5,1050.0
LINE000434,ORD00221,PROD011,3,49.0,0.1,132.3,66.0
LINE000435,ORD00221,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000436,ORD00221,PROD002,1,34.99,0.0,34.99,15.0
LINE000437,ORD00222,PROD009,5,119.0,0.0,595.0,325.0
LINE000438,ORD00223,PROD005,2,599.0,0.15,1018.3,760.0
LINE000439,ORD00224,PROD002,3,34.99,0.1,94.47,45.0
LINE000440,ORD00225,PROD011,3,49.0,0.15,124.95,66.0
LINE000441,ORD00225,PROD007,1,159.0,0.1,143.1,95.0
LINE000442,ORD00225,PROD006,5,129.0,0.0,645.0,375.0
LINE000443,ORD00226,PROD007,2,159.0,0.15,270.3,190.0
LINE000444,ORD00226,PROD002,1,34.99,0.15,29.74,15.0
LINE000445,ORD00227,PROD003,2,189.0,0.0,378.0,220.0
LINE000446,ORD00227,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000447,ORD00227,PROD009,4,119.0,0.0,476.0,260.0
LINE000448,ORD00228,PROD004,1,249.0,0.15,211.65,140.0
LINE000449,ORD00228,PROD003,4,189.0,0.2,604.8,440.0
LINE000450,ORD00229,PROD006,3,129.0,0.0,387.0,225.0
LINE000451,ORD00229,PROD010,5,79.0,0.0,395.0,190.0
LINE000452,ORD00230,PROD011,2,49.0,0.0,98.0,44.0
LINE000453,ORD00230,PROD011,1,49.0,0.0,49.0,22.0
LINE000454,ORD00231,PROD006,4,129.0,0.1,464.4,300.0
LINE000455,ORD00231,PROD004,4,249.0,0.0,996.0,560.0
LINE000456,ORD00231,PROD009,3,119.0,0.05,339.15,195.0
LINE000457,ORD00232,PROD012,4,329.0,0.1,1184.4,840.0
LINE000458,ORD00232,PROD007,2,159.0,0.05,302.1,190.0
LINE000459,ORD00233,PROD004,1,249.0,0.0,249.0,140.0
LINE000460,ORD00233,PROD008,2,39.0,0.0,78.0,36.0
LINE000461,ORD00233,PROD012,2,329.0,0.0,658.0,420.0
LINE000462,ORD00234,PROD010,3,79.0,0.05,225.15,114.0
LINE000463,ORD00235,PROD009,2,119.0,0.05,226.1,130.0
LINE000464,ORD00235,PROD005,2,599.0,0.1,1078.2,760.0
LINE000465,ORD00235,PROD011,2,49.0,0.0,98.0,44.0
LINE000466,ORD00236,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000467,ORD00237,PROD010,4,79.0,0.05,300.2,152.0
LINE000468,ORD00237,PROD003,5,189.0,0.0,945.0,550.0
LINE000469,ORD00237,PROD007,1,159.0,0.05,151.05,95.0
LINE000470,ORD00238,PROD002,2,34.99,0.2,55.98,30.0
LINE000471,ORD00239,PROD009,4,119.0,0.0,476.0,260.0
LINE000472,ORD00240,PROD012,1,329.0,0.0,329.0,210.0
LINE000473,ORD00240,PROD003,4,189.0,0.05,718.2,440.0
LINE000474,ORD00241,PROD010,2,79.0,0.1,142.2,76.0
LINE000475,ORD00242,PROD008,3,39.0,0.05,111.15,54.0
LINE000476,ORD00242,PROD008,1,39.0,0.1,35.1,18.0
LINE000477,ORD00242,PROD008,2,39.0,0.05,74.1,36.0
LINE000478,ORD00243,PROD007,3,159.0,0.0,477.0,285.0
LINE000479,ORD00243,PROD004,2,249.0,0.05,473.1,280.0
LINE000480,ORD00244,PROD006,3,129.0,0.0,387.0,225.0
LINE000481,ORD00244,PROD007,3,159.0,0.2,381.6,285.0
LINE000482,ORD00244,PROD008,5,39.0,0.1,175.5,90.0
LINE000483,ORD00245,PROD011,3,49.0,0.05,139.65,66.0
LINE000484,ORD00245,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000485,ORD00245,PROD009,2,119.0,0.0,238.0,130.0
LINE000486,ORD00246,PROD012,3,329.0,0.0,987.0,630.0
LINE000487,ORD00246,PROD008,3,39.0,0.0,117.0,54.0
LINE000488,ORD00247,PROD004,1,249.0,0.1,224.1,140.0
LINE000489,ORD00248,PROD003,5,189.0,0.15,803.25,550.0
LINE000490,ORD00248,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000491,ORD00248,PROD010,5,79.0,0.0,395.0,190.0
LINE000492,ORD00249,PROD003,4,189.0,0.05,718.2,440.0
LINE000493,ORD00249,PROD004,2,249.0,0.05,473.1,280.0
LINE000494,ORD00250,PROD003,1,189.0,0.0,189.0,110.0
LINE000495,ORD00251,PROD004,2,249.0,0.05,473.1,280.0
LINE000496,ORD00251,PROD012,4,329.0,0.1,1184.4,840.0
LINE000497,ORD00251,PROD006,5,129.0,0.0,645.0,375.0
LINE000498,ORD00252,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000499,ORD00253,PROD002,4,34.99,0.0,139.96,60.0
LINE000500,ORD00254,PROD005,3,599.0,0.15,1527.45,1140.0
LINE000501,ORD00255,PROD002,4,34.99,0.1,125.96,60.0
LINE000502,ORD00255,PROD012,2,329.0,0.15,559.3,420.0
LINE000503,ORD00255,PROD004,1,249.0,0.15,211.65,140.0
LINE000504,ORD00256,PROD004,3,249.0,0.0,747.0,420.0
LINE000505,ORD00257,PROD002,1,34.99,0.1,31.49,15.0
LINE000506,ORD00258,PROD006,3,129.0,0.1,348.3,225.0
LINE000507,ORD00259,PROD008,5,39.0,0.0,195.0,90.0
LINE000508,ORD00259,PROD003,3,189.0,0.0,567.0,330.0
LINE000509,ORD00259,PROD002,3,34.99,0.1,94.47,45.0
LINE000510,ORD00260,PROD004,2,249.0,0.15,423.3,280.0
LINE000511,ORD00260,PROD006,1,129.0,0.0,129.0,75.0
LINE000512,ORD00260,PROD001,3,1299.0,0.0,3897.0,2760.0
LINE000513,ORD00261,PROD002,1,34.99,0.05,33.24,15.0
LINE000514,ORD00261,PROD009,4,119.0,0.1,428.4,260.0
LINE000515,ORD00262,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000516,ORD00262,PROD005,5,599.0,0.15,2545.75,1900.0
LINE000517,ORD00262,PROD005,2,599.0,0.0,1198.0,760.0
LINE000518,ORD00263,PROD009,3,119.0,0.05,339.15,195.0
LINE000519,ORD00263,PROD003,1,189.0,0.1,170.1,110.0
LINE000520,ORD00264,PROD008,5,39.0,0.0,195.0,90.0
LINE000521,ORD00264,PROD008,5,39.0,0.15,165.75,90.0
LINE000522,ORD00264,PROD006,2,129.0,0.05,245.1,150.0
LINE000523,ORD00265,PROD002,3,34.99,0.05,99.72,45.0
LINE000524,ORD00266,PROD005,1,599.0,0.0,599.0,380.0
LINE000525,ORD00267,PROD012,2,329.0,0.0,658.0,420.0
LINE000526,ORD00268,PROD006,5,129.0,0.0,645.0,375.0
LINE000527,ORD00269,PROD011,3,49.0,0.0,147.0,66.0
LINE000528,ORD00269,PROD003,1,189.0,0.0,189.0,110.0
LINE000529,ORD00269,PROD004,3,249.0,0.15,634.95,420.0
LINE000530,ORD00270,PROD006,2,129.0,0.0,258.0,150.0
LINE000531,ORD00270,PROD010,2,79.0,0.2,126.4,76.0
LINE000532,ORD00271,PROD004,2,249.0,0.0,498.0,280.0
LINE000533,ORD00272,PROD005,5,599.0,0.1,2695.5,1900.0
LINE000534,ORD00272,PROD006,4,129.0,0.15,438.6,300.0
LINE000535,ORD00273,PROD008,4,39.0,0.0,156.0,72.0
LINE000536,ORD00273,PROD002,1,34.99,0.05,33.24,15.0
LINE000537,ORD00274,PROD002,4,34.99,0.05,132.96,60.0
LINE000538,ORD00275,PROD007,1,159.0,0.0,159.0,95.0
LINE000539,ORD00275,PROD003,4,189.0,0.1,680.4,440.0
LINE000540,ORD00276,PROD001,2,1299.0,0.15,2208.3,1840.0
LINE000541,ORD00276,PROD003,5,189.0,0.0,945.0,550.0
LINE000542,ORD00276,PROD004,2,249.0,0.05,473.1,280.0
LINE000543,ORD00277,PROD007,3,159.0,0.0,477.0,285.0
LINE000544,ORD00278,PROD001,1,1299.0,0.2,1039.2,920.0
LINE000545,ORD00278,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000546,ORD00279,PROD006,2,129.0,0.1,232.2,150.0
LINE000547,ORD00279,PROD009,2,119.0,0.0,238.0,130.0
LINE000548,ORD00280,PROD001,3,1299.0,0.0,3897.0,2760.0
LINE000549,ORD00280,PROD007,2,159.0,0.05,302.1,190.0
LINE000550,ORD00281,PROD006,3,129.0,0.05,367.65,225.0
LINE000551,ORD00281,PROD005,1,599.0,0.0,599.0,380.0
LINE000552,ORD00281,PROD003,3,189.0,0.15,481.95,330.0
LINE000553,ORD00282,PROD006,2,129.0,0.1,232.2,150.0
LINE000554,ORD00283,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000555,ORD00283,PROD005,2,599.0,0.0,1198.0,760.0
LINE000556,ORD00284,PROD007,1,159.0,0.0,159.0,95.0
LINE000557,ORD00284,PROD006,4,129.0,0.1,464.4,300.0
LINE000558,ORD00285,PROD007,4,159.0,0.1,572.4,380.0
LINE000559,ORD00286,PROD008,5,39.0,0.0,195.0,90.0
LINE000560,ORD00286,PROD010,5,79.0,0.0,395.0,190.0
LINE000561,ORD00287,PROD004,3,249.0,0.15,634.95,420.0
LINE000562,ORD00288,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000563,ORD00288,PROD004,3,249.0,0.0,747.0,420.0
LINE000564,ORD00288,PROD007,1,159.0,0.1,143.1,95.0
LINE000565,ORD00289,PROD010,1,79.0,0.15,67.15,38.0
LINE000566,ORD00290,PROD004,5,249.0,0.0,1245.0,700.0
LINE000567,ORD00290,PROD009,1,119.0,0.0,119.0,65.0
LINE000568,ORD00291,PROD003,4,189.0,0.0,756.0,440.0
LINE000569,ORD00291,PROD004,3,249.0,0.05,709.65,420.0
LINE000570,ORD00291,PROD003,5,189.0,0.1,850.5,550.0
LINE000571,ORD00292,PROD012,5,329.0,0.0,1645.0,1050.0
LINE000572,ORD00293,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000573,ORD00294,PROD010,3,79.0,0.0,237.0,114.0
LINE000574,ORD00294,PROD008,5,39.0,0.05,185.25,90.0
LINE000575,ORD00295,PROD011,1,49.0,0.0,49.0,22.0
LINE000576,ORD00296,PROD008,4,39.0,0.05,148.2,72.0
LINE000577,ORD00296,PROD003,5,189.0,0.05,897.75,550.0
LINE000578,ORD00296,PROD003,3,189.0,0.0,567.0,330.0
LINE000579,ORD00297,PROD001,3,1299.0,0.15,3312.45,2760.0
LINE000580,ORD00297,PROD012,5,329.0,0.0,1645.0,1050.0
LINE000581,ORD00297,PROD010,2,79.0,0.1,142.2,76.0
LINE000582,ORD00298,PROD007,2,159.0,0.2,254.4,190.0
LINE000583,ORD00298,PROD010,1,79.0,0.0,79.0,38.0
LINE000584,ORD00298,PROD007,4,159.0,0.0,636.0,380.0
LINE000585,ORD00299,PROD012,1,329.0,0.1,296.1,210.0
LINE000586,ORD00300,PROD006,3,129.0,0.0,387.0,225.0
LINE000587,ORD00300,PROD002,3,34.99,0.05,99.72,45.0
LINE000588,ORD00300,PROD004,5,249.0,0.0,1245.0,700.0
LINE000589,ORD00301,PROD011,3,49.0,0.05,139.65,66.0
LINE000590,ORD00301,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000591,ORD00301,PROD002,3,34.99,0.0,104.97,45.0
LINE000592,ORD00302,PROD001,3,1299.0,0.0,3897.0,2760.0
LINE000593,ORD00303,PROD003,1,189.0,0.1,170.1,110.0
LINE000594,ORD00304,PROD010,1,79.0,0.05,75.05,38.0
LINE000595,ORD00304,PROD010,4,79.0,0.0,316.0,152.0
LINE000596,ORD00304,PROD004,4,249.0,0.15,846.6,560.0
LINE000597,ORD00305,PROD003,1,189.0,0.05,179.55,110.0
LINE000598,ORD00305,PROD008,3,39.0,0.0,117.0,54.0
LINE000599,ORD00305,PROD009,5,119.0,0.15,505.75,325.0
LINE000600,ORD00306,PROD003,4,189.0,0.0,756.0,440.0
LINE000601,ORD00306,PROD009,4,119.0,0.0,476.0,260.0
LINE000602,ORD00306,PROD002,1,34.99,0.0,34.99,15.0
LINE000603,ORD00307,PROD007,3,159.0,0.05,453.15,285.0
LINE000604,ORD00308,PROD010,4,79.0,0.1,284.4,152.0
LINE000605,ORD00308,PROD002,2,34.99,0.05,66.48,30.0
LINE000606,ORD00309,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000607,ORD00310,PROD012,1,329.0,0.05,312.55,210.0
LINE000608,ORD00311,PROD001,4,1299.0,0.05,4936.2,3680.0
LINE000609,ORD00311,PROD010,5,79.0,0.1,355.5,190.0
LINE000610,ORD00311,PROD012,4,329.0,0.0,1316.0,840.0
LINE000611,ORD00312,PROD011,5,49.0,0.0,245.0,110.0
LINE000612,ORD00312,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000613,ORD00312,PROD004,3,249.0,0.15,634.95,420.0
LINE000614,ORD00313,PROD012,5,329.0,0.15,1398.25,1050.0
LINE000615,ORD00313,PROD006,4,129.0,0.05,490.2,300.0
LINE000616,ORD00313,PROD004,3,249.0,0.05,709.65,420.0
LINE000617,ORD00314,PROD009,4,119.0,0.05,452.2,260.0
LINE000618,ORD00314,PROD006,5,129.0,0.1,580.5,375.0
LINE000619,ORD00315,PROD008,4,39.0,0.0,156.0,72.0
LINE000620,ORD00315,PROD007,4,159.0,0.0,636.0,380.0
LINE000621,ORD00315,PROD010,3,79.0,0.1,213.3,114.0
LINE000622,ORD00316,PROD006,5,129.0,0.15,548.25,375.0
LINE000623,ORD00316,PROD006,1,129.0,0.0,129.0,75.0
LINE000624,ORD00317,PROD005,5,599.0,0.05,2845.25,1900.0
LINE000625,ORD00317,PROD009,3,119.0,0.15,303.45,195.0
LINE000626,ORD00318,PROD009,1,119.0,0.0,119.0,65.0
LINE000627,ORD00318,PROD008,5,39.0,0.0,195.0,90.0
LINE000628,ORD00318,PROD003,1,189.0,0.0,189.0,110.0
LINE000629,ORD00319,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000630,ORD00319,PROD007,2,159.0,0.0,318.0,190.0
LINE000631,ORD00320,PROD012,1,329.0,0.0,329.0,210.0
LINE000632,ORD00321,PROD002,5,34.99,0.05,166.2,75.0
LINE000633,ORD00322,PROD004,1,249.0,0.05,236.55,140.0
LINE000634,ORD00322,PROD012,1,329.0,0.0,329.0,210.0
LINE000635,ORD00323,PROD001,1,1299.0,0.1,1169.1,920.0
LINE000636,ORD00324,PROD009,1,119.0,0.05,113.05,65.0
LINE000637,ORD00324,PROD007,3,159.0,0.05,453.15,285.0
LINE000638,ORD00325,PROD008,2,39.0,0.15,66.3,36.0
LINE000639,ORD00326,PROD008,4,39.0,0.0,156.0,72.0
LINE000640,ORD00326,PROD009,1,119.0,0.0,119.0,65.0
LINE000641,ORD00326,PROD005,4,599.0,0.05,2276.2,1520.0
LINE000642,ORD00327,PROD003,1,189.0,0.05,179.55,110.0
LINE000643,ORD00327,PROD008,3,39.0,0.05,111.15,54.0
LINE000644,ORD00328,PROD003,1,189.0,0.0,189.0,110.0
LINE000645,ORD00328,PROD012,2,329.0,0.05,625.1,420.0
LINE000646,ORD00328,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000647,ORD00329,PROD002,3,34.99,0.05,99.72,45.0
LINE000648,ORD00329,PROD003,4,189.0,0.0,756.0,440.0
LINE000649,ORD00330,PROD007,3,159.0,0.1,429.3,285.0
LINE000650,ORD00331,PROD003,4,189.0,0.1,680.4,440.0
LINE000651,ORD00331,PROD011,1,49.0,0.0,49.0,22.0
LINE000652,ORD00331,PROD008,1,39.0,0.05,37.05,18.0
LINE000653,ORD00332,PROD005,1,599.0,0.05,569.05,380.0
LINE000654,ORD00332,PROD009,5,119.0,0.05,565.25,325.0
LINE000655,ORD00332,PROD008,5,39.0,0.2,156.0,90.0
LINE000656,ORD00333,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000657,ORD00333,PROD003,3,189.0,0.15,481.95,330.0
LINE000658,ORD00334,PROD011,2,49.0,0.0,98.0,44.0
LINE000659,ORD00335,PROD010,1,79.0,0.0,79.0,38.0
LINE000660,ORD00336,PROD010,5,79.0,0.1,355.5,190.0
LINE000661,ORD00336,PROD007,4,159.0,0.1,572.4,380.0
LINE000662,ORD00336,PROD011,1,49.0,0.1,44.1,22.0
LINE000663,ORD00337,PROD009,2,119.0,0.0,238.0,130.0
LINE000664,ORD00337,PROD010,1,79.0,0.0,79.0,38.0
LINE000665,ORD00337,PROD009,4,119.0,0.05,452.2,260.0
LINE000666,ORD00338,PROD007,2,159.0,0.1,286.2,190.0
LINE000667,ORD00338,PROD006,5,129.0,0.0,645.0,375.0
LINE000668,ORD00339,PROD011,2,49.0,0.15,83.3,44.0
LINE000669,ORD00340,PROD012,5,329.0,0.05,1562.75,1050.0
LINE000670,ORD00340,PROD004,2,249.0,0.1,448.2,280.0
LINE000671,ORD00340,PROD011,4,49.0,0.0,196.0,88.0
LINE000672,ORD00341,PROD005,4,599.0,0.05,2276.2,1520.0
LINE000673,ORD00341,PROD004,2,249.0,0.15,423.3,280.0
LINE000674,ORD00342,PROD001,3,1299.0,0.0,3897.0,2760.0
LINE000675,ORD00343,PROD002,2,34.99,0.0,69.98,30.0
LINE000676,ORD00344,PROD005,2,599.0,0.1,1078.2,760.0
LINE000677,ORD00344,PROD012,3,329.0,0.0,987.0,630.0
LINE000678,ORD00344,PROD005,5,599.0,0.05,2845.25,1900.0
LINE000679,ORD00345,PROD012,5,329.0,0.1,1480.5,1050.0
LINE000680,ORD00345,PROD003,5,189.0,0.1,850.5,550.0
LINE000681,ORD00345,PROD003,4,189.0,0.1,680.4,440.0
LINE000682,ORD00346,PROD009,1,119.0,0.05,113.05,65.0
LINE000683,ORD00347,PROD009,3,119.0,0.0,357.0,195.0
LINE000684,ORD00347,PROD008,3,39.0,0.0,117.0,54.0
LINE000685,ORD00347,PROD008,3,39.0,0.0,117.0,54.0
LINE000686,ORD00348,PROD012,3,329.0,0.1,888.3,630.0
LINE000687,ORD00348,PROD007,5,159.0,0.0,795.0,475.0
LINE000688,ORD00349,PROD003,3,189.0,0.0,567.0,330.0
LINE000689,ORD00349,PROD009,2,119.0,0.1,214.2,130.0
LINE000690,ORD00349,PROD001,3,1299.0,0.15,3312.45,2760.0
LINE000691,ORD00350,PROD006,2,129.0,0.0,258.0,150.0
LINE000692,ORD00350,PROD010,1,79.0,0.0,79.0,38.0
LINE000693,ORD00350,PROD006,1,129.0,0.05,122.55,75.0
LINE000694,ORD00351,PROD012,5,329.0,0.05,1562.75,1050.0
LINE000695,ORD00352,PROD003,5,189.0,0.2,756.0,550.0
LINE000696,ORD00352,PROD007,1,159.0,0.0,159.0,95.0
LINE000697,ORD00353,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000698,ORD00353,PROD008,3,39.0,0.0,117.0,54.0
LINE000699,ORD00354,PROD008,4,39.0,0.1,140.4,72.0
LINE000700,ORD00355,PROD007,5,159.0,0.1,715.5,475.0
LINE000701,ORD00355,PROD010,2,79.0,0.0,158.0,76.0
LINE000702,ORD00356,PROD011,4,49.0,0.05,186.2,88.0
LINE000703,ORD00356,PROD012,5,329.0,0.05,1562.75,1050.0
LINE000704,ORD00357,PROD003,5,189.0,0.0,945.0,550.0
LINE000705,ORD00357,PROD007,4,159.0,0.0,636.0,380.0
LINE000706,ORD00357,PROD003,1,189.0,0.15,160.65,110.0
LINE000707,ORD00358,PROD002,3,34.99,0.0,104.97,45.0
LINE000708,ORD00358,PROD004,1,249.0,0.15,211.65,140.0
LINE000709,ORD00358,PROD003,2,189.0,0.05,359.1,220.0
LINE000710,ORD00359,PROD007,2,159.0,0.1,286.2,190.0
LINE000711,ORD00359,PROD005,2,599.0,0.1,1078.2,760.0
LINE000712,ORD00359,PROD002,2,34.99,0.0,69.98,30.0
LINE000713,ORD00360,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000714,ORD00360,PROD012,5,329.0,0.0,1645.0,1050.0
LINE000715,ORD00360,PROD001,1,1299.0,0.05,1234.05,920.0
LINE000716,ORD00361,PROD004,5,249.0,0.0,1245.0,700.0
LINE000717,ORD00362,PROD004,3,249.0,0.1,672.3,420.0
LINE000718,ORD00362,PROD001,2,1299.0,0.1,2338.2,1840.0
LINE000719,ORD00362,PROD010,3,79.0,0.05,225.15,114.0
LINE000720,ORD00363,PROD010,2,79.0,0.0,158.0,76.0
LINE000721,ORD00363,PROD004,1,249.0,0.05,236.55,140.0
LINE000722,ORD00363,PROD002,2,34.99,0.0,69.98,30.0
LINE000723,ORD00364,PROD003,4,189.0,0.0,756.0,440.0
LINE000724,ORD00364,PROD004,3,249.0,0.0,747.0,420.0
LINE000725,ORD00365,PROD006,1,129.0,0.0,129.0,75.0
LINE000726,ORD00365,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000727,ORD00366,PROD004,4,249.0,0.0,996.0,560.0
LINE000728,ORD00366,PROD003,4,189.0,0.05,718.2,440.0
LINE000729,ORD00367,PROD008,4,39.0,0.05,148.2,72.0
LINE000730,ORD00367,PROD004,4,249.0,0.0,996.0,560.0
LINE000731,ORD00367,PROD009,5,119.0,0.15,505.75,325.0
LINE000732,ORD00368,PROD010,2,79.0,0.1,142.2,76.0
LINE000733,ORD00368,PROD010,1,79.0,0.15,67.15,38.0
LINE000734,ORD00368,PROD007,1,159.0,0.0,159.0,95.0
LINE000735,ORD00369,PROD011,3,49.0,0.15,124.95,66.0
LINE000736,ORD00370,PROD011,2,49.0,0.05,93.1,44.0
LINE000737,ORD00370,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000738,ORD00371,PROD001,2,1299.0,0.05,2468.1,1840.0
LINE000739,ORD00371,PROD003,5,189.0,0.15,803.25,550.0
LINE000740,ORD00372,PROD008,1,39.0,0.0,39.0,18.0
LINE000741,ORD00372,PROD008,5,39.0,0.0,195.0,90.0
LINE000742,ORD00372,PROD012,1,329.0,0.05,312.55,210.0
LINE000743,ORD00373,PROD005,1,599.0,0.0,599.0,380.0
LINE000744,ORD00374,PROD009,5,119.0,0.15,505.75,325.0
LINE000745,ORD00374,PROD010,5,79.0,0.1,355.5,190.0
LINE000746,ORD00374,PROD008,3,39.0,0.1,105.3,54.0
LINE000747,ORD00375,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000748,ORD00375,PROD004,4,249.0,0.05,946.2,560.0
LINE000749,ORD00376,PROD006,5,129.0,0.1,580.5,375.0
LINE000750,ORD00377,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000751,ORD00378,PROD005,5,599.0,0.1,2695.5,1900.0
LINE000752,ORD00378,PROD007,2,159.0,0.0,318.0,190.0
LINE000753,ORD00378,PROD004,2,249.0,0.1,448.2,280.0
LINE000754,ORD00379,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000755,ORD00379,PROD010,1,79.0,0.15,67.15,38.0
LINE000756,ORD00379,PROD003,3,189.0,0.15,481.95,330.0
LINE000757,ORD00380,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000758,ORD00380,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000759,ORD00381,PROD004,1,249.0,0.2,199.2,140.0
LINE000760,ORD00381,PROD002,2,34.99,0.05,66.48,30.0
LINE000761,ORD00382,PROD009,3,119.0,0.15,303.45,195.0
LINE000762,ORD00382,PROD006,1,129.0,0.1,116.1,75.0
LINE000763,ORD00382,PROD001,5,1299.0,0.1,5845.5,4600.0
LINE000764,ORD00383,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000765,ORD00383,PROD005,1,599.0,0.1,539.1,380.0
LINE000766,ORD00383,PROD003,1,189.0,0.05,179.55,110.0
LINE000767,ORD00384,PROD012,3,329.0,0.05,937.65,630.0
LINE000768,ORD00384,PROD011,5,49.0,0.1,220.5,110.0
LINE000769,ORD00384,PROD009,4,119.0,0.0,476.0,260.0
LINE000770,ORD00385,PROD005,4,599.0,0.1,2156.4,1520.0
LINE000771,ORD00385,PROD003,4,189.0,0.15,642.6,440.0
LINE000772,ORD00386,PROD003,4,189.0,0.0,756.0,440.0
LINE000773,ORD00387,PROD007,1,159.0,0.0,159.0,95.0
LINE000774,ORD00387,PROD009,3,119.0,0.0,357.0,195.0
LINE000775,ORD00387,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000776,ORD00388,PROD008,4,39.0,0.1,140.4,72.0
LINE000777,ORD00388,PROD001,5,1299.0,0.2,5196.0,4600.0
LINE000778,ORD00388,PROD010,2,79.0,0.15,134.3,76.0
LINE000779,ORD00389,PROD009,5,119.0,0.0,595.0,325.0
LINE000780,ORD00389,PROD012,3,329.0,0.05,937.65,630.0
LINE000781,ORD00390,PROD005,4,599.0,0.0,2396.0,1520.0
LINE000782,ORD00390,PROD011,2,49.0,0.1,88.2,44.0
LINE000783,ORD00390,PROD006,4,129.0,0.0,516.0,300.0
LINE000784,ORD00391,PROD010,4,79.0,0.05,300.2,152.0
